PartitionKey,RowKey,Timestamp,aangeboden_sinds,achterom,achtertuin,aparte_toiletten,badkamers,badkamervoorzieningen,balkon,bouwjaar,bouwperiode_end,bouwperiode_start,buitenruimte_oppervlakte,cv_ketel,dakterras,energielabel,externe_bergruimte_oppervlakte,frans_balkon,garage_text,gemeente,huisnummer,inhoud,insertion_date,isolatie,kamers,kelder,keurmerken,kosten_koper,ligging,ligging_tuin,looptijd,parkeergelegenheid,patio,periodieke_bijdrage,plaats,postcode,postcode_regio,postcode_wijk,schuur_of_berging,slaapkamers,soort_bouw,soort_dak,soort_woning,specifiek,straat,toegankelijkheid,tuin_rondom,url,verdieping,verkocht,verkoopdatum,verwarming,vliering,voortuin,voorzieningen,vraagprijs,warm_water,woningtype,woonlagen,woonoppervlakte,zijtuin,zolder,zonneterras,zonneterras_breedte,zonneterras_diepte,zonneterras_oppervlakte,inpandige_ruimte_oppervlakte,achtertuin_breedte,achtertuin_diepte,achtertuin_oppervlakte,eigendomssituatie,kosten_erfpacht,perceel_oppervlakte,voortuin_breedte,voortuin_diepte,voortuin_oppervlakte,eind_datum_erfpacht,zijtuin_breedte,zijtuin_diepte,zijtuin_oppervlakte,patio_breedte,patio_diepte,patio_oppervlakte
Utrecht,3531_29_49531258,2016-10-31T09:02:44.769Z,2015-10-26T00:00:00.000Z,true,true,1,1,"ligbad, douche en toilet",false,1920,1920,1920,8,,true,d,5,false,,Utrecht,29,328,2016-10-31T09:02:45.000Z,dakisolatie en dubbel glas,4,false,,true,aan rustige weg en in woonwijk,NO,7 weken,betaald parkeren en parkeervergunningen,false,,false,3531 GM,35,3531,vrijstaande houten berging,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Laurens,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49531258-laurens-reaalstraat-29/,,true,2015-12-14T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie,294500,c.v.-ketel,huis,3,87,false,false,false,,,,,4.2,8.3,23,volle eigendom,0,76,,,,,,,,,,
Utrecht,3531_29_85926465,2016-10-31T09:08:14.253Z,,false,false,,,,false,,,,,,false,,,false,,Utrecht,29,,2016-10-31T09:08:14.000Z,,,false,,true,,,,,false,,false,3531 SC,35,3531,,,,,,,Johannes,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-85926465-johannes-camphuysstraat-29/,,true,,,false,false,,162500,,appartement,,,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3531_2_49505448,2016-10-31T09:09:14.734Z,2015-09-20T00:00:00.000Z,false,true,,1,douche en toilet,false,1919,1919,1919,,,false,d,,false,,Utrecht,2,190,2016-10-31T09:09:14.000Z,dubbel glas,3,false,,true,aan rustige weg en in woonwijk,Z,4 weken,parkeervergunningen,false,10,false,3531 AV,35,3531,,2,bestaande bouw,mansarde dak,benedenwoning (appartement),,Steijnstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49505448-steijnstraat-2/,0,true,2015-10-20T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,219000,c.v.-ketel,appartement,3,64,false,false,false,,,,,4.1,9.35,38,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_49516218,2016-10-31T08:59:28.630Z,2015-09-30T00:00:00.000Z,false,false,1,1,douche,false,1910,1910,1910,20,,true,,,false,,Utrecht,2,259,2016-10-31T08:59:28.000Z,dubbel glas,4,false,,true,,,2½ maand,,false,,false,3531 SR,35,3531,,3,bestaande bouw,,bovenwoning,,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49516218-2e-atjehstraat-51-bis/,2,true,2015-12-20T00:00:00.000Z,c.v.-ketel,false,false,,259000,c.v.-ketel,appartement,3,91,false,false,false,,,,,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3531_2_49523054,2016-10-31T09:03:06.890Z,2015-10-19T00:00:00.000Z,false,false,1,1,douche,false,1926,1926,1926,22,,true,f,,false,,Utrecht,2,319,2016-10-31T09:03:07.000Z,dubbel glas,4,false,politiekeurmerk,true,"aan water, in woonwijk en vrij uitzicht",,5 weken,"openbaar parkeren, betaald parkeren en parkeervergunningen",false,75,false,3531 JJ,35,3531,,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (appartement),,Laan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49523054-laan-van-nieuw-guinea-2-bis-a/,3,true,2015-11-23T00:00:00.000Z,c.v.-ketel,false,false,glasvezelkabel,279000,c.v.-ketel,appartement,4,89,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_49525422,2016-10-31T09:08:27.001Z,2015-10-08T00:00:00.000Z,false,true,,1,douche en toilet,false,1910,1910,1910,,,false,g,,false,,Utrecht,2,180,2016-10-31T09:08:27.000Z,gedeeltelijk dubbel glas,2,false,,true,aan rustige weg en in woonwijk,N,3 weken,parkeervergunningen,false,,false,3531 SW,35,3531,,1,bestaande bouw,mansarde dak bedekt met dakpannen,benedenwoning (appartement),,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49525422-2e-delistraat-15/,0,true,2015-11-01T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,165000,c.v.-ketel,appartement,2,60,false,false,false,,,,,2.5,9.69,24,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_49584048,2016-10-31T08:50:12.855Z,2015-09-11T00:00:00.000Z,false,true,1,1,douche,false,1910,1910,1910,,,false,a,,false,,Utrecht,2,165,2016-10-31T08:50:13.000Z,dubbel glas en volledig geïsoleerd,2,false,,true,aan rustige weg en in woonwijk,N,6½ maand,,false,,false,3531 SR,35,3531,aangebouwde houten berging,1,bestaande bouw,plat dak bedekt met dakpannen en bitumineuze dakbedekking,benedenwoning (appartement),,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49584048-2e-atjehstraat-53/,0,true,2016-04-01T00:00:00.000Z,c.v.-ketel,false,false,,199500,c.v.-ketel,appartement,1,55,false,false,false,,,,,5,5,25,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_49613174,2016-10-31T08:39:45.331Z,2016-01-25T00:00:00.000Z,false,false,,1,douche en toilet,false,1906,1906,1906,,,false,f,,false,,Utrecht,2,165,2016-10-31T08:39:45.000Z,dakisolatie en dubbel glas,2,false,,true,in woonwijk,,3½ maand,parkeervergunningen,false,,false,3531 KC,35,3531,,1,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,Celebesstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49613174-celebesstraat-2-a/,,true,2016-05-09T00:00:00.000Z,c.v.-ketel,false,false,,175000,c.v.-ketel,huis,2,55,false,false,false,,,,,,,,volle eigendom,0,30,,,,,,,,,,
Utrecht,3531_2_49670982,2016-10-31T09:01:40.878Z,2015-12-02T00:00:00.000Z,false,true,,,,false,1910,1910,1910,,,false,f,,false,,Utrecht,2,379,2016-10-31T09:01:41.000Z,dakisolatie en dubbel glas,3,false,,true,in woonwijk,Z,2 weken,openbaar parkeren en betaald parkeren,false,,false,3531 SV,35,3531,aangebouwde stenen berging,2,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49670982-2e-atjehstraat-36/,,true,2015-12-17T00:00:00.000Z,c.v.-ketel,false,false,,185000,c.v.-ketel en elektrische boiler,huis,2,93,false,false,false,,,,13,2.16,8.95,19,volle eigendom,0,97,,,,,,,,,,
Utrecht,3531_2_49746241,2016-10-31T08:32:50.819Z,2016-05-19T00:00:00.000Z,false,true,,1,douche en toilet,false,1904,1904,1904,,,false,c,4,false,,Utrecht,2,186,2016-10-31T08:32:51.000Z,dubbel glas,2,false,,true,aan rustige weg en in woonwijk,O,3 weken,parkeervergunningen,false,25,false,3531 SX,35,3531,aangebouwde stenen berging,1,bestaande bouw,zadeldak bedekt met dakpannen,benedenwoning (appartement),,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49746241-2e-delistraat-21/,0,true,2016-06-10T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,199000,c.v.-ketel,appartement,3,62,false,false,false,,,,,2.16,6.96,15,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_49762989,2016-10-31T08:48:07.492Z,2016-03-11T00:00:00.000Z,false,true,1,1,douche,false,1910,1910,1910,,,false,f,5,false,,Utrecht,2,262,2016-10-31T08:48:07.000Z,,3,false,,true,gelegen op het noorden,N,4 weken,,false,,false,3531 SP,35,3531,,2,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49762989-2e-atjehstraat-27/,,true,2016-04-08T00:00:00.000Z,c.v.-ketel,false,false,,275000,c.v.-ketel,huis,2,74,false,false,false,,,,,4,8.41,34,volle eigendom,0,89,,,,,,,,,,
Utrecht,3531_2_49810805,2016-10-31T08:29:59.736Z,2016-07-13T00:00:00.000Z,false,false,,,,false,1906,1906,1906,8,,false,f,,false,,Utrecht,2,343,2016-10-31T08:29:59.000Z,dubbel glas,4,false,,true,aan rustige weg en in woonwijk,Z,7 weken,openbaar parkeren en betaald parkeren,true,,false,3531 HM,35,3531,,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, eindwoning",,Malakkastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49810805-malakkastraat-2/,,true,2016-09-03T00:00:00.000Z,c.v.-ketel,false,false,,299000,c.v.-ketel,huis,2,78,false,true,false,,,,4,,,,volle eigendom,0,60,,,,,,,,2.6,2.85,7
Utrecht,3531_2_49838569,2016-10-31T08:32:12.659Z,2016-07-21T00:00:00.000Z,true,false,2,1,douche,false,1910,1910,1910,7,,true,g,5,false,,Utrecht,2,240,2016-10-31T08:32:12.000Z,dakisolatie en dubbel glas,4,false,,true,aan rustige weg en in woonwijk,Z,2 weken,parkeervergunningen,true,,false,3531 TC,35,3531,vrijstaande stenen berging,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,"eengezinswoning, hoekwoning",,Padangstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49838569-padangstraat-2/,,true,2016-08-09T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,245000,c.v.-ketel,huis,2,80,false,false,false,,,,,,,,volle eigendom,0,68,,,,,,,,2,3.5,7
Utrecht,3531_2_49976878,2016-10-31T08:28:04.933Z,2016-09-03T00:00:00.000Z,false,true,1,1,douche,false,1904,1904,1904,,,false,g,,false,,Utrecht,2,271,2016-10-31T08:28:05.000Z,,3,false,,true,in woonwijk,,4 weken,betaald parkeren en parkeervergunningen,false,,false,3531 SP,35,3531,,2,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49976878-2e-atjehstraat-21/,,true,2016-10-06T00:00:00.000Z,gaskachels,false,true,tv kabel,219000,geiser,huis,2,72,false,false,false,,,,,3.9,11,43,volle eigendom,0,98,,,,,,,,,,
Utrecht,3531_2_85048763,2016-10-31T08:46:55.647Z,2015-12-16T00:00:00.000Z,false,false,,,,false,1910,1910,1910,1,,false,g,,false,,Utrecht,2,200,2016-10-31T08:46:55.000Z,,2,false,,true,in centrum,,5 maanden,,false,,false,3531 SR,35,3531,,2,bestaande bouw,,benedenwoning,,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-85048763-2e-atjehstraat-55/,0,true,2016-05-23T00:00:00.000Z,,false,false,,174500,,appartement,1,72,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_2_85088809,2016-10-31T08:49:09.788Z,2016-01-30T00:00:00.000Z,false,false,,,,false,1900,1900,1900,,,false,,,false,,Utrecht,2,200,2016-10-31T08:49:10.000Z,dubbel glas,5,false,,true,in woonwijk en aan rustige weg,,14 dagen,,false,,false,3531 ST,35,3531,,3,bestaande bouw,plat dak,bovenwoning (appartement),,,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-85088809-2e-atjehstraat-8-bis/,2,true,2016-02-12T00:00:00.000Z,c.v.-ketel,false,false,,219000,,appartement,3,75,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_30_49538575,2016-10-31T09:04:25.955Z,2015-10-22T00:00:00.000Z,false,true,1,1,"ligbad, douche en toilet",false,1921,1921,1921,6,,true,g,,false,,Utrecht,30,287,2016-10-31T09:04:26.000Z,dakisolatie en dubbel glas,4,false,,true,aan rustige weg en in woonwijk,ZO,3 weken,betaald parkeren en parkeervergunningen,false,,false,3531 GD,35,3531,,2,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Daendelsstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49538575-daendelsstraat-30/,,true,2015-11-16T00:00:00.000Z,gaskachels,true,false,,225000,geiser en elektrische boiler,huis,2,74,false,false,false,,,,,3,6.5,19,volle eigendom,0,64,,,,,,,,,,
Utrecht,3531_30_49626890,2016-10-31T08:56:24.220Z,2016-01-27T00:00:00.000Z,false,true,1,1,douche en toilet,true,1900,1900,1900,11,,false,,3,false,,Utrecht,30,383,2016-10-31T08:56:24.000Z,dubbel glas,4,false,,true,in woonwijk,W,2 weken,openbaar parkeren en betaald parkeren,false,,false,3531 GV,35,3531,vrijstaande houten berging,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Abel,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49626890-abel-tasmanstraat-30/,,true,2016-02-12T00:00:00.000Z,c.v.-ketel,false,false,,349000,c.v.-ketel,huis,3,107,false,false,false,,,,,5.75,7,40,volle eigendom,0,87,,,,,,,,,,
Utrecht,3531_30_49725929,2016-10-31T08:45:39.110Z,2016-04-26T00:00:00.000Z,true,true,,1,douche,false,1930,1930,1930,,,false,e,3,false,,Utrecht,30,177,2016-10-31T08:45:39.000Z,dubbel glas,2,false,,true,"aan water, in woonwijk en vrij uitzicht",ZO,5 weken,,false,50,false,3531 BA,35,3531,aangebouwde houten berging,1,bestaande bouw,,benedenwoning (appartement),,Leidseweg,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49725929-leidseweg-30-e/,0,true,2016-06-02T00:00:00.000Z,,false,false,,185000,c.v.-ketel,appartement,1,59,false,false,false,,,,,4,6,24,,,,,,,,,,,,,
Utrecht,3531_31_49571356,2016-10-31T09:00:46.696Z,2015-08-29T00:00:00.000Z,false,false,1,1,douche,true,1926,1926,1926,7,,false,,1,false,,Utrecht,31,285,2016-10-31T09:00:46.000Z,dubbel glas,4,false,,true,in woonwijk,,4 weken,openbaar parkeren en betaald parkeren,false,,false,3531 JB,35,3531,inpandig,3,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (dubbel bovenhuis),,Laan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49571356-laan-van-nieuw-guinea-31-bis/,1,true,2015-09-29T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,215000,c.v.-ketel,appartement,2,93,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_31_49659209,2016-10-31T09:01:39.169Z,2015-11-12T00:00:00.000Z,false,true,1,1,ligbad,false,1910,1910,1910,,,false,g,,false,,Utrecht,31,225,2016-10-31T09:01:39.000Z,gedeeltelijk dubbel glas,3,false,,true,aan rustige weg en in woonwijk,N,3 weken,parkeervergunningen,false,,false,3531 SC,35,3531,,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,benedenwoning (appartement),,Johannes,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49659209-johannes-camphuysstraat-31/,0,true,2015-12-08T00:00:00.000Z,c.v.-ketel,false,false,dakraam en tv kabel,189000,c.v.-ketel,appartement,3,75,false,false,false,,,,,1.98,5.94,12,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_31_49870110,2016-10-31T08:33:57.521Z,2016-06-08T00:00:00.000Z,false,false,1,1,douche,false,1906,1906,1906,14,,true,g,,false,,Utrecht,31,336,2016-10-31T08:33:57.000Z,,5,false,,true,in centrum en open ligging,,6 weken,parkeervergunningen,false,,false,3531 AN,35,3531,,4,bestaande bouw,zadeldak bedekt met dakpannen,bovenwoning (dubbel bovenhuis),kluswoning,Krugerstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49870110-krugerstraat-31-bis/,2,true,2016-07-21T00:00:00.000Z,geen verwarming,false,false,,189000,geiser,appartement,2,94,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_31_49874123,2016-10-31T08:38:57.154Z,2016-06-10T00:00:00.000Z,false,false,1,1,douche,false,2008,2008,2008,6,,false,a,6,false,parkeerkelder,Utrecht,31,325,2016-10-31T08:38:57.000Z,volledig geïsoleerd,3,false,giw waarborgcertificaat,true,"aan water, aan park, aan rustige weg, in woonwijk, vrij uitzicht en aan vaarwater",,5 weken,betaald parkeren en parkeervergunningen,false,141,false,3531 WS,35,3531,box,2,bestaande bouw,plat dak,galerijflat (appartement),gedeeltelijk gestoffeerd,Adikade,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49874123-adikade-31/,4,true,2016-07-14T00:00:00.000Z,c.v.-ketel,false,false,"lift, mechanische ventilatie en tv kabel",375000,c.v.-ketel,appartement,1,100,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_33_49611092,2016-10-31T08:31:30.306Z,2016-01-23T00:00:00.000Z,true,false,,1,"ligbad, douche en toilet",false,1910,1910,1910,31,,true,,,false,aangebouwde stenen garage,Utrecht,33,486,2016-10-31T08:31:30.000Z,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",4,false,,true,"aan park, aan rustige weg en in woonwijk",N,5½ maand,,false,,false,3531 HM,35,3531,,3,bestaande bouw,plat dak,"eengezinswoning, eindwoning",,Malakkastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49611092-malakkastraat-33/,,true,2016-07-14T00:00:00.000Z,c.v.-ketel,false,false,elektra,349000,c.v.-ketel,huis,2,107,false,false,true,4.25,5.45,31,18,,,,volle eigendom,0,87,,,,,,,,,,
Utrecht,3531_33_49724880,2016-10-31T08:41:06.053Z,2016-05-05T00:00:00.000Z,false,false,1,1,douche,true,1920,1920,1920,20,,true,f,,false,,Utrecht,33,240,2016-10-31T08:41:06.000Z,"dakisolatie, vloerisolatie en dubbel glas",3,false,,true,in woonwijk en vrij uitzicht,,3 weken,openbaar parkeren en betaald parkeren,false,,false,3531 KW,35,3531,,2,bestaande bouw,plat dak,bovenwoning (appartement),,Minahassastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49724880-minahassastraat-33-bis/,1,true,2016-05-28T00:00:00.000Z,c.v.-ketel,false,false,mechanische ventilatie en tv kabel,200000,c.v.-ketel,appartement,2,70,false,false,false,,,,4,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_33_49781837,2016-10-31T08:37:33.639Z,2016-03-26T00:00:00.000Z,false,true,1,1,"ligbad, douche en toilet",false,1918,1918,1918,,,false,f,3,false,,Utrecht,33,300,2016-10-31T08:37:33.000Z,dakisolatie en dubbel glas,4,false,,true,aan rustige weg en in woonwijk,W,11 dagen,betaald parkeren,false,,false,3531 RB,35,3531,aangebouwde houten berging,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Lombokstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49781837-lombokstraat-33/,,true,2016-04-05T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,325000,c.v.-ketel,huis,2,100,false,false,false,,,,,3.9,10.6,41,erfpacht,0,115,,,,,,,,,,
Utrecht,3531_34_49608637,2016-10-31T09:01:45.642Z,2016-01-06T00:00:00.000Z,true,true,,1,douche en toilet,false,1930,1930,1930,6,,true,f,13,false,,Utrecht,34,240,2016-10-31T09:01:45.000Z,geen isolatie,3,false,,true,aan rustige weg en in woonwijk,Z,2 weken,betaald parkeren,false,,false,3531 KX,35,3531,vrijstaande stenen berging,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Minahassastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49608637-minahassastraat-34/,,true,2016-01-21T00:00:00.000Z,c.v.-ketel,false,false,elektra en stromend water,209000,c.v.-ketel,huis,2,66,false,false,false,,,,,4.29,9.26,40,volle eigendom,0,96,,,,,,,,,,
Utrecht,3531_34_49873921,2016-10-31T08:33:49.279Z,2016-06-09T00:00:00.000Z,true,true,1,1,"ligbad, douche en toilet",false,1931,1931,1931,6,,false,f,8,false,,Utrecht,34,330,2016-10-31T08:33:49.000Z,dakisolatie en dubbel glas,4,false,,true,aan rustige weg en in woonwijk,Z,3 weken,betaald parkeren,false,,false,3531 KX,35,3531,,3,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Minahassastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49873921-minahassastraat-34/,,true,2016-06-29T00:00:00.000Z,c.v.-ketel,false,false,dakraam,315000,c.v.-ketel,huis,3,95,false,false,false,,,,1,5,10,40,volle eigendom,0,96,,,,,,,,,,
Utrecht,3531_35_49634991,2016-10-31T08:51:24.308Z,2016-02-14T00:00:00.000Z,false,true,,,,false,1904,1904,1904,20,,false,f,,false,,Utrecht,35,350,2016-10-31T08:51:24.000Z,"dakisolatie, vloerisolatie en dubbel glas",4,false,,true,"aan water, aan rustige weg, in centrum, in woonwijk en vrij uitzicht",O,6 weken,openbaar parkeren,false,,false,3531 TH,35,3531,,3,bestaande bouw,zadeldak bedekt met dakpannen en bitumineuze dakbedekking,"eengezinswoning, tussenwoning",,Billitonkade,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49634991-billitonkade-35/,,true,2016-03-30T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,345000,c.v.-ketel,huis,3,117,false,false,false,,,,4,4,9,36,volle eigendom,0,81,,,,,,,,,,
Utrecht,3531_35_49640291,2016-10-31T08:50:58.125Z,2016-02-17T00:00:00.000Z,false,true,1,1,douche,false,1930,1930,1930,,,false,g,6,false,,Utrecht,35,190,2016-10-31T08:50:58.000Z,dubbel glas,3,false,,true,aan rustige weg en in woonwijk,ZW,7 weken,,false,,false,3531 KP,35,3531,vrijstaande stenen berging,1,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,benedenwoning (appartement),,Paramaribostraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49640291-paramaribostraat-35/,0,true,2016-04-05T00:00:00.000Z,c.v.-ketel,false,false,,175000,c.v.-ketel,appartement,1,63,false,false,false,,,,,6.9,5.9,40,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_35_49720580,2016-10-31T08:41:05.084Z,2016-04-30T00:00:00.000Z,false,true,1,1,"ligbad, douche en toilet",false,1906,1906,1906,,,false,d,5,false,,Utrecht,35,288,2016-10-31T08:41:05.000Z,dubbel glas,4,false,,true,aan rustige weg en in woonwijk,NW,3 weken,betaald parkeren en parkeervergunningen,false,,false,3531 KH,35,3531,vrijstaande houten berging,3,bestaande bouw,plat dak,"eengezinswoning, tussenwoning",,Surinamestraat,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49720580-surinamestraat-35/,,true,2016-05-22T00:00:00.000Z,c.v.-ketel,false,false,elektra,244000,c.v.-ketel,huis,2,77,false,false,false,,,,,4.97,6.13,25,volle eigendom,0,74,,,,,,,,,,
Utrecht,3531_35_49741201,2016-10-31T08:41:34.878Z,2016-05-23T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",false,1918,1918,1918,,,false,,,false,,Utrecht,35,327,2016-10-31T08:41:35.000Z,dubbel glas,6,false,,true,aan rustige weg en in woonwijk,,3 weken,openbaar parkeren en betaald parkeren,false,,false,3531 PM,35,3531,,4,bestaande bouw,samengesteld dak bedekt met dakpannen en bitumineuze dakbedekking,bovenwoning (appartement),,Javastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49741201-javastraat-35-bis/,1,true,2016-06-18T00:00:00.000Z,c.v.-ketel,false,false,,279000,c.v.-ketel,appartement,2,98,false,false,false,,,,9,,,,erfpacht,0,,,,,,,,,,,
Utrecht,3531_35_85070059,2016-10-31T08:58:21.592Z,,false,false,,,,false,,,,,,false,,,false,,Utrecht,35,,2016-10-31T08:58:21.000Z,,,false,,true,,,,,false,,false,3531 PM,35,3531,,,,,,,Javastraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-85070059-javastraat-35-bis/,,true,,,false,false,,199000,,appartement,,,false,false,false,,,,,,,,,,,,,,,,,,,,
Utrecht,3531_36_49429369,2016-10-31T09:04:59.712Z,2015-06-29T00:00:00.000Z,false,false,,,,true,1910,1910,1910,6,,false,,,false,,Utrecht,36,205,2016-10-31T09:04:59.000Z,gedeeltelijk dubbel glas,3,false,,true,"aan drukke weg, in woonwijk en vrij uitzicht",,4½ maand,openbaar parkeren,false,60,false,3531 JK,35,3531,,2,bestaande bouw,plat dak bedekt met bitumineuze dakbedekking,bovenwoning (appartement),,Laan,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49429369-laan-van-nieuw-guinea-36-bis/,2,true,2015-11-13T00:00:00.000Z,c.v.-ketel,false,false,,142500,c.v.-ketel,appartement,1,61,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_36_49615961,2016-10-31T08:50:57.611Z,2016-01-16T00:00:00.000Z,false,false,1,1,"ligbad, douche en toilet",false,1921,1921,1921,3,,true,,,false,,Utrecht,36,345,2016-10-31T08:50:57.000Z,dakisolatie en dubbel glas,4,false,,true,"aan rustige weg, in woonwijk en vrij uitzicht",,3 weken,openbaar parkeren en betaald parkeren,false,,false,3531 GL,35,3531,,2,bestaande bouw,samengesteld dak,bovenwoning (appartement),,Van,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49615961-van-den-boschstraat-36-bis/,1,true,2016-02-08T00:00:00.000Z,c.v.-ketel,false,false,,300000,c.v.-ketel,appartement,2,97,false,false,false,,,,,,,,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_37_49805913,2016-10-31T08:34:06.176Z,2016-06-30T00:00:00.000Z,true,true,,1,douche en toilet,false,1930,1930,1930,,,false,d,,false,,Utrecht,37,278,2016-10-31T08:34:06.000Z,gedeeltelijk dubbel glas,3,false,,true,aan rustige weg en in woonwijk,W,2 weken,openbaar parkeren,false,,false,3531 XP,35,3531,aangebouwde houten berging,2,bestaande bouw,samengesteld dak,benedenwoning (appartement),,Weltevredenstraat,,false,http://www.funda.nl/koop/verkocht/utrecht/appartement-49805913-weltevredenstraat-37/,0,true,2016-07-18T00:00:00.000Z,c.v.-ketel,false,false,tv kabel,200000,c.v.-ketel,appartement,3,72,false,false,false,,,,2,4.6,5.25,24,volle eigendom,0,,,,,,,,,,,
Utrecht,3531_37_49868549,2016-10-31T08:39:25.224Z,2016-05-29T00:00:00.000Z,false,true,1,1,ligbad en douche,false,1906,1906,1906,,,false,f,7,false,,Utrecht,37,386,2016-10-31T08:39:25.000Z,dubbel glas,4,false,,true,"aan drukke weg, in centrum en in woonwijk",W,13 dagen,betaald parkeren,false,,false,3531 VB,35,3531,vrijstaande stenen berging,3,bestaande bouw,zadeldak bedekt met dakpannen,"eengezinswoning, tussenwoning",,Groeneweg,,false,http://www.funda.nl/koop/verkocht/utrecht/huis-49868549-groeneweg-37/,,true,2016-06-10T00:00:00.000Z,c.v.-ketel,false,false,"dakraam, mechanische ventilatie en tv kabel",349000,c.v.-ketel,huis,3,102,false,false,false,,,,,5.9,4.31,25,volle eigendom,0,85,,,,,,,,,,
