voortuin_diepte,inpandige_ruimte_oppervlakte,kamers_text,achtertuin_diepte,postcode,soort_huis,woningtype,voortuin_text,title,eind_datum_erfpacht,cv_ketel,bouwjaar,voorzieningen,aangeboden_sinds,huisnummer,soort_woning,insertion_date,eigendomssituatie_text,ligging_tuin_text,achterom,bouwperiode_text,periodieke_bijdrage_text,badkamervoorzieningen,gelegen_op_text,zonneterras,inpandige_ruimte_text,funda_id,straat,service_kosten_text,keurmerken,patio_diepte,voortuin_oppervlakte,zonneterras_diepte,soort_bouw,zijtuin,zijtuin_oppervlakte,soort_appartement,schuur_of_berging,periodieke_bijdrage,parkeergelegenheid,vliering,balkon_of_dakterras,specifiek,vraagprijs,woonoppervlakte_text,verkoopdatum,zonneterras_text,looptijd,zonneterras_oppervlakte,externe_bergruimte_oppervlakte,inhoud,garage_capaciteit_text,externe_bergruimte_text,bouwperiode_end,garage_capaciteit,isolatie,aangeboden_sinds_text,achtertuin,page_nr,eigendomssituatie,voortuin_breedte,verdieping,zolder,vve_bijdrage_text,buitenruimte_oppervlakte,zonneterras_breedte,voortuin,balkon,aparte_toiletten,verkocht,warm_water,verwarming,kelder,tuin_text,woonoppervlakte,ligging_tuin,tuin_rondom,zijtuin_text,frans_balkon,patio_text,gemeente,dakterras,kamers,achtertuin_oppervlakte,ligging,url,slaapkamers,postcode_regio,perceel_oppervlakte_text,badkamers,garage_text,bouwjaar_text,zijtuin_diepte,id,vraagprijs_text,woonlagen_text,patio_oppervlakte,toegankelijkheid,perceel_oppervlakte,inhoud_text,buitenruimte_text,lasten_text,kosten_koper,badkamers_text,plaats,status,zijtuin_breedte,bouwperiode_start,aanvaarding,verkoopdatum_text,patio_breedte,kosten_erfpacht,achtertuin_text,woonlagen,energielabel_text,achtertuin_breedte,soort_dak,postcode_wijk,energielabel,patio
,5.0,4 kamers (3 slaapkamers),6.0,1033 AX,"eengezinswoning, tussenwoning",huis,,Verkocht: Centaurusstraat 16 1033 AX Amsterdam [funda],2054-08-15 00:00:00,,1930,mechanische ventilatie,2016-04-12 00:00:00,16,"eengezinswoning, tussenwoning",2016-09-12 12:08:25.547000,eigendom belast met erfpacht (afgekocht tot 15-8-2054 met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht,gelegen op het zuidoosten,False,,,douche en toilet,,False,5 m²,49709430,Centaurusstraat,,,,,,bestaande bouw,False,,,vrijstaande stenen berging,,openbaar parkeren,False,,,215000.0,82 m²,2016-05-13 00:00:00,,4 weken,,5.0,305.0,,5 m²,1930,,gedeeltelijk dubbel glas,12-4-2016,True,155,erfpacht,,,True,,90.0,,True,False,1,True,,c.v.-ketel,False,achtertuin en voortuin,82.0,ZO,False,,False,,Amsterdam,False,4,72.0,"aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/huis-49709430-centaurusstraat-16/,3,10,129 m²,1,,1930,,1033_16_49709430,€ 215.000,2 woonlagen en een zolder,,,129.0,305 m³,90 m²,afgekocht tot 15-08-2054,True,1 badkamer en 1 apart toilet,False,verkocht,,1930,,13-5-2016,,0,72 m² (6m diep en 12m breed),2,"e 2,21",12.0,zadeldak bedekt met dakpannen,1033,e,False
,3.0,3 kamers (2 slaapkamers),,1068 SL,,appartement,,Verkocht: Wildeman 109 + PP 1068 SL Amsterdam [funda],,,2000,mechanische ventilatie en tv kabel,2015-11-13 00:00:00,109,bovenwoning (appartement),2016-09-12 12:08:25.602000,,,False,,,,8e woonlaag,False,3 m²,49652570,Wildeman,,,,,,bestaande bouw,False,,bovenwoning (appartement),box,144.0,,False,balkon aanwezig,,185000.0,70 m²,2016-04-15 00:00:00,,5 maanden,,5.0,190.0,,5 m²,2000,,,13-11-2015,False,157,,,8,False,€ 144 per maand,7.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,70.0,,False,,False,,Amsterdam,False,3,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652570-wildeman-109-pp/,2,10,,,,2000,,1068_109_49652570,€ 185.000,1 woonlaag,,,,190 m³,7 m²,,True,,False,verkocht,,2000,,15-4-2016,,,,1,b,,plat dak,1068,b,False
,,4 kamers (2 slaapkamers),,1016 BE,,appartement,,Verkocht: Herengracht 197 /B 1016 BE Amsterdam [funda],,,1906,"alarminstallatie, jacuzzi, sauna, lift, mechanische ventilatie, zwembad en tv kabel",2016-05-14 00:00:00,197,benedenwoning (appartement),2016-09-12 12:08:25.632000,volle eigendom  volle eigendom  volle eigendom,,False,,,"sauna, jacuzzi, ligbad, douche en toilet",begane grond,False,,49733423,Herengracht,,,,,,bestaande bouw,False,,benedenwoning (appartement),inpandig,653.0,parkeergarage,False,,monument en beschermd stads- of dorpsgezicht,1845000.0,205 m²,2016-06-14 00:00:00,,4 weken,,4.0,675.0,,4 m²,1906,,,14-5-2016,False,157,volle eigendom,,0,False,€ 653 per maand,,,False,False,1,True,c.v.-ketel,c.v.-ketel en open haard,False,,205.0,,False,,False,,Amsterdam,False,4,,"aan water, in centrum, vrij uitzicht en aan vaarwater",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49733423-herengracht-197-b/,2,10,,1,inpandig en parkeerkelder,voor 1906,,1016_197_49733423,€ 1.845.000,3 woonlagen,,,,675 m³,,,True,1 badkamer en 1 apart toilet,False,verkocht,,1906,,14-6-2016,,0,,3,,,zadeldak bedekt met dakpannen,1016,,False
,,2 kamers (1 slaapkamer),,1072 NH,,appartement,,Verkocht: Eerste Jan Steenstraat 119 I 1072 NH Amsterdam [funda],,,1906,mechanische ventilatie en tv kabel,2016-05-04 00:00:00,119,bovenwoning (appartement),2016-09-12 12:08:25.685000,,,False,,,,1e woonlaag,False,,49722978,Eerste,,,,,,bestaande bouw,False,,bovenwoning (appartement),,60.0,,False,balkon aanwezig,,285000.0,55 m²,2016-05-17 00:00:00,,14 dagen,,8.0,154.0,,8 m²,1906,,vloerisolatie en gedeeltelijk dubbel glas,4-5-2016,False,160,,,1,False,€ 60 per maand,5.0,,False,True,,True,geiser,gaskachels,False,,55.0,,False,,False,,Amsterdam,False,2,,in centrum en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49722978-eerste-jan-steenstraat-119-i/,1,10,,,,voor 1906,,1072_119_49722978,€ 285.000,1 woonlaag,,,,154 m³,5 m²,,True,,False,verkocht,,1906,,17-5-2016,,,,1,,,,1072,,False
,,4 kamers (3 slaapkamers),,1079 RK,,appartement,,Verkocht: Zuidelijke Wandelweg 65 1079 RK Amsterdam [funda],,,2017,mechanische ventilatie en tv kabel,2016-03-12 00:00:00,65,bovenwoning (appartement),2016-09-12 12:08:25.707000,,,False,,,"ligbad, 2 douches en toilet",1e woonlaag,False,,49764039,Zuidelijke,,woningborg garantiecertificaat,,,,nieuwbouw,False,,bovenwoning (appartement),box,134.0,parkeergarage,False,balkon aanwezig,,525000.0,120 m²,2016-07-05 00:00:00,,3½ maand,,5.0,360.0,,5 m²,2017,,volledig geïsoleerd,12-3-2016,False,157,,,1,False,€ 134 per maand,7.0,,False,True,1,True,,"vloerverwarming geheel, warmtepomp en warmte terugwininstallatie",False,,120.0,,False,,False,,Amsterdam,False,4,,beschutte ligging,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764039-zuidelijke-wandelweg-65/,3,10,,2,parkeerkelder en parkeerplaats,2017,,1079_65_49764039,€ 525.000,1 woonlaag,,,,360 m³,7 m²,,True,2 badkamers en 1 apart toilet,False,verkocht,,2017,,5-7-2016,,,,1,,,plat dak bedekt met bitumineuze dakbedekking,1079,,False
,,5 kamers (4 slaapkamers),,1087 BV,"herenhuis, tussenwoning",huis,,Verkocht: Oeverzeggestraat 16 1087 BV Amsterdam [funda],2055-03-31 00:00:00,,2005,"glasvezelkabel, mechanische ventilatie en tv kabel",2016-02-18 00:00:00,16,"herenhuis, tussenwoning",2016-09-12 12:08:25.725000,erfpacht (afgekocht tot 31-3-2055 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  31-03-2055),,False,,,ligbad en toilet,,True,,49641757,Oeverzeggestraat,,,,,3.0,bestaande bouw,False,,,box,,,False,dakterras aanwezig,,500000.0,133 m²,2016-05-31 00:00:00,"17 m² (3m diep en 5,5m breed)",3 maanden,17.0,,480.0,,,2005,,volledig geïsoleerd,18-2-2016,False,163,erfpacht,,,False,,31.0,5.5,False,False,1,True,centrale voorziening,stadsverwarming,False,zonneterras,133.0,,False,,False,,Amsterdam,True,5,,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/huis-49641757-oeverzeggestraat-16/,4,10,,1,parkeerkelder en parkeerplaats,2005,,1087_16_49641757,€ 500.000,3 woonlagen,,,,480 m³,31 m²,afgekocht tot 31-03-2055,True,1 badkamer en 1 apart toilet,False,verkocht,,2005,,31-5-2016,,0,,3,a,,,1087,a,False
,,3 kamers (1 slaapkamer),4.0,1098 TM,,appartement,,Verkocht: Rutherfordstraat 10 hs 1098 TM Amsterdam [funda],,,1945,,2016-05-08 00:00:00,10,benedenwoning (appartement),2016-09-12 12:08:25.745000,volle eigendom  volle eigendom,gelegen op het zuiden,False,,,douche,begane grond,False,,49736117,Rutherfordstraat,,,,,,bestaande bouw,False,,benedenwoning (appartement),box,,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,,,288800.0,71 m²,2016-06-02 00:00:00,,3 weken,,9.0,263.0,,9 m²,1945,,dubbel glas,8-5-2016,True,163,volle eigendom,,0,False,,,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,achtertuin,71.0,Z,False,,False,,Amsterdam,False,3,20.0,"aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736117-rutherfordstraat-10-hs/,1,10,,1,,1945-1959,,1098_10_49736117,€ 288.800,3 woonlagen,,,,263 m³,,,True,1 badkamer en 1 apart toilet,False,verkocht,,1945,,2-6-2016,,0,20 m² (4m diep en 5m breed),3,c,5.0,plat dak bedekt met bitumineuze dakbedekking,1098,c,False
,,,,1092 BB,,appartement,,Verkocht: Beukenplein 21 I 1092 BB Amsterdam [funda],,,,,,21,,2016-09-12 12:08:25.872000,,,False,,,,,False,,85155447,Beukenplein,,,,,,,False,,,,,,False,,,187000.0,,,,,,,,,,,,,,False,163,,,,False,,,,False,False,,True,,,False,,,,False,,False,,Amsterdam,False,,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85155447-beukenplein-21-i/,,10,,,,,,1092_21_85155447,€ 187.000,,,,,,,,True,,False,,,,,,,,,,,,,1092,,False
,,4 kamers (3 slaapkamers),,1091 GW,,appartement,,Verkocht: Eerste Oosterparkstraat 79 1091 GW Amsterdam [funda],2056-07-15 00:00:00,,2010,lift,2016-04-07 00:00:00,79,bovenwoning,2016-09-12 12:08:25.903000,eigendom belast met erfpacht (afgekocht tot 15-7-2056 tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  15-07-2056),,False,,,ligbad en douche,2e woonlaag,False,,49793226,Eerste,,,,,,bestaande bouw,False,,bovenwoning,inpandig,142.0,"openbaar parkeren, betaald parkeren en parkeervergunningen",False,balkon aanwezig,,450000.0,93 m²,2016-04-14 00:00:00,,8 dagen,,1.0,289.0,,1 m²,2010,,dubbel glas en volledig geïsoleerd,7-4-2016,False,157,erfpacht,,2,False,€ 142 per maand,12.0,,False,True,1,True,c.v.-ketel,c.v.-ketel en vloerverwarming geheel,False,,93.0,,False,,False,,Amsterdam,False,4,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793226-eerste-oosterparkstraat-79/,3,10,,1,,2010,,1091_79_49793226,€ 450.000,1 woonlaag,,,,289 m³,12 m²,afgekocht tot 15-07-2056,True,1 badkamer en 1 apart toilet,False,verkocht,,2010,,14-4-2016,,0,,1,a,,plat dak bedekt met bitumineuze dakbedekking,1091,a,False
,,1 kamer,,1107 JJ,,appartement,,Verkocht: Schelluinenstraat 42 1107 JJ Amsterdam [funda],,,1983,elektra,2016-05-22 00:00:00,42,portiekflat (appartement),2016-09-12 12:08:25.923000,volle eigendom,,False,,,,3e woonlaag,False,,85106922,Schelluinenstraat,,,,,,bestaande bouw,False,,portiekflat (appartement),box,148.0,,False,frans balkon aanwezig,,89000.0,36 m²,2016-06-23 00:00:00,,4 weken,,6.0,90.0,,6 m²,1983,,dubbel glas,22-5-2016,False,163,volle eigendom,,3,False,€ 148 per maand,,,False,False,,True,centrale voorziening,blokverwarming,False,,36.0,,False,,True,,Amsterdam,False,1,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85106922-schelluinenstraat-42/,,11,,,,1983,,1107_42_85106922,€ 89.000,1 woonlaag,,,,90 m³,,,True,,False,verkocht,,1983,,23-6-2016,,0,,1,g,,plat dak bedekt met bitumineuze dakbedekking,1107,g,False
3.0,,3 kamers (1 slaapkamer),,1022 XH,"eengezinswoning, tussenwoning",huis,"17 m² (3m diep en 5,65m breed)",Verkocht: Vierde Vogelstraat 21 1022 XH Amsterdam [funda],2052-12-31 00:00:00,,1918,dakraam en tv kabel,2016-04-06 00:00:00,21,"eengezinswoning, tussenwoning",2016-09-12 12:08:25.946000,erfpacht (tot einddatum erfpacht)  gemeentelijke erfpacht (einddatum erfpacht:  31-12-2052),gelegen op het zuidoosten,False,,,douche en toilet,,False,,49793198,Vierde,,,,17.0,,bestaande bouw,False,,,,,openbaar parkeren,False,,monumentaal pand en beschermd stads- of dorpsgezicht,175000.0,47 m²,2016-05-04 00:00:00,,4 weken,,,179.0,,,1918,,dakisolatie en dubbel glas,6-4-2016,True,162,erfpacht,5.65,,False,,,,True,False,,True,c.v.-ketel,c.v.-ketel,False,achtertuin en voortuin,47.0,ZO,False,,False,,Amsterdam,False,3,,"aan rustige weg, in woonwijk en beschutte ligging",http://www.funda.nl/koop/verkocht/amsterdam/huis-49793198-vierde-vogelstraat-21/,1,10,,1,,1918,,1022_21_49793198,€ 175.000,2 woonlagen,,,,179 m³,,,True,1 badkamer,False,verkocht,,1918,,4-5-2016,,0,,2,g,,zadeldak bedekt met dakpannen,1022,g,False
,,8 kamers (5 slaapkamers),20.0,1025 WE,"eengezinswoning, vrijstaande woning (dijkwoning)",huis,,Verkocht: Buiksloterdijk 236 1025 WE Amsterdam [funda],2036-04-30 00:00:00,,1985,"dakraam, rookkanaal en tv kabel",2016-03-09 00:00:00,236,"eengezinswoning, vrijstaande woning (dijkwoning)",2016-09-12 12:08:25.967000,erfpacht (afgekocht tot 30-4-2036 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  30-04-2036),gelegen op het noordoosten,False,,,2 douches en 2 toiletten,,False,,49766204,Buiksloterdijk,,,,,,bestaande bouw,False,,,vrijstaande houten berging,,openbaar parkeren,False,balkon aanwezig,gedeeltelijk gestoffeerd,999000.0,253 m²,2016-05-19 00:00:00,,2 maanden,,10.0,995.0,,10 m²,1985,,,9-3-2016,True,163,erfpacht,,,False,,5.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,achtertuin,253.0,NO,False,,False,,Amsterdam,False,8,200.0,gelegen op het noordoosten,http://www.funda.nl/koop/verkocht/amsterdam/huis-49766204-buiksloterdijk-236/,5,10,360 m²,2,,1985,,1025_236_49766204,€ 999.000,3 woonlagen,,,360.0,995 m³,5 m²,afgekocht tot 30-04-2036,True,2 badkamers en 1 apart toilet,False,verkocht,,1985,,19-5-2016,,0,200 m² (20m diep en 10m breed),3,c,10.0,schilddak bedekt met dakpannen,1025,c,False
,,,,1102 CE,,appartement,,Verkocht: Hoogoord 113 1102 CE Amsterdam [funda],,,,,,113,,2016-09-12 12:08:26.017000,,,False,,,,,False,,85843218,Hoogoord,,,,,,,False,,,,,,False,,,110000.0,,,,,,,,,,,,,,False,163,,,,False,,,,False,False,,True,,,False,,,,False,,False,,Amsterdam,False,,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85843218-hoogoord-113/,,11,,,,,,1102_113_85843218,€ 110.000,,,,,,,,True,,False,,,,,,,,,,,,,1102,,False
,,4 kamers (2 slaapkamers),,1073 SZ,,appartement,,Verkocht: Henrick de Keijserplein 34 III 1073 SZ Amsterdam [funda],2063-03-31 00:00:00,,1921,mechanische ventilatie,2016-06-11 00:00:00,34,bovenwoning,2016-09-12 12:08:26.090000,erfpacht (afgekocht tot 31-3-2063 tot einddatum erfpacht met optie tot afkopen)  gemeentelijke erfpacht (einddatum erfpacht:  31-03-2063),,False,,,douche en toilet,,False,,49874430,Henrick,,,,,,bestaande bouw,False,,bovenwoning,inpandig,164.0,parkeervergunningen,False,balkon aanwezig,monument,325000.0,67 m²,2016-06-28 00:00:00,,2 weken,,8.0,210.0,,8 m²,1921,,dubbel glas,11-6-2016,False,163,erfpacht,,,False,€ 164 per maand,4.0,,False,True,,True,,c.v.-ketel,False,,67.0,,False,,False,,Amsterdam,False,4,,"in centrum, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49874430-henrick-de-keijserplein-34-iii/,2,10,,1,,1921,,1073_34_49874430,€ 325.000,1 woonlaag,,,,210 m³,4 m²,afgekocht tot 31-03-2063,True,1 badkamer,False,verkocht,,1921,,28-6-2016,,0,,1,"d 1,83",,plat dak bedekt met bitumineuze dakbedekking,1073,d,False
,,3 kamers (2 slaapkamers),,1057 EW,,appartement,,Verkocht: Admiralengracht 205 II 1057 EW Amsterdam [funda],2050-09-15 00:00:00,,1906,,2016-05-10 00:00:00,205,bovenwoning (appartement),2016-09-12 12:08:26.318000,erfpacht (á € 236 per jaar tot einddatum erfpacht)  erfpacht (einddatum erfpacht:  15-09-2050),,False,,,ligbad en toilet,1e woonlaag,False,,49737334,Admiralengracht,,,,,,bestaande bouw,False,,bovenwoning (appartement),,72.0,openbaar parkeren,False,balkon aanwezig,,229000.0,51 m²,2016-05-23 00:00:00,,14 dagen,,,150.0,,,1906,,dubbel glas,10-5-2016,False,163,erfpacht,,1,False,€ 72 per maand,5.0,,False,True,,True,c.v.-ketel,c.v.-ketel,False,,51.0,,False,,False,,Amsterdam,False,3,,"aan water, aan drukke weg en in woonwijk",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737334-admiralengracht-205-ii/,2,10,,1,,1906-1930,,1057_205_49737334,€ 229.000,1 woonlaag,,,,150 m³,5 m²,"€ 236,97 per jaar",True,1 badkamer,False,verkocht,,1906,,23-5-2016,,236,,1,e,,,1057,e,False
,,3 kamers (2 slaapkamers),,1063 PW,,appartement,,Verkocht: Adolphine Eduardine Kokplantsoen 65 1063 PW Amsterdam [funda],2054-11-30 00:00:00,,1997,lift,2016-04-16 00:00:00,65,galerijflat (appartement),2016-09-12 12:08:26.354000,erfpacht (afgekocht tot 30-11-2054 met optie tot afkopen)  erfpacht,,False,,,ligbad en douche,3e woonlaag,False,,49704222,Adolphine,,,,,,bestaande bouw,False,,galerijflat (appartement),inpandig,130.0,parkeervergunningen,False,balkon aanwezig,,215000.0,93 m²,2016-05-30 00:00:00,,6 weken,,6.0,284.0,,6 m²,1997,,,16-4-2016,False,163,erfpacht,,3,False,€ 130 per maand,21.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,93.0,,False,,False,,Amsterdam,False,3,,"aan park, aan rustige weg, in woonwijk en vrij uitzicht",http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704222-adolphine-eduardine-kokplantsoen-65/,2,10,,1,parkeerplaats,1997,,1063_65_49704222,€ 215.000,1 woonlaag,,,,284 m³,21 m²,afgekocht tot 30-11-2054,True,1 badkamer en 1 apart toilet,False,verkocht,,1997,,30-5-2016,,0,,1,c,,plat dak,1063,c,False
,,,,1102 AB,,appartement,,Verkocht: Bijlmerdreef 270 1102 AB Amsterdam [funda],,,,,,270,,2016-09-12 12:08:26.464000,,,False,,,,,False,,85850039,Bijlmerdreef,,,,,,,False,,,,,,False,,,209000.0,,,,,,,,,,,,,,False,164,,,,False,,,,False,False,,True,,,False,,,,False,,False,,Amsterdam,False,,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85850039-bijlmerdreef-270/,,11,,,,,,1102_270_85850039,€ 209.000,,,,,,,,True,,False,,,,,,,,,,,,,1102,,False
,,3 kamers (2 slaapkamers),,1103 TW,,appartement,,Verkocht: Bijlmerdreef 981 1103 TW Amsterdam [funda],2053-04-15 00:00:00,,2005,"mechanische ventilatie, tv kabel en lift",2016-04-24 00:00:00,981,bovenwoning (corridorflat),2016-09-12 12:08:26.516000,erfpacht (afgekocht tot 15-4-2053 met optie tot afkopen)  erfpacht,,False,,,ligbad,4e woonlaag,False,,49714091,Bijlmerdreef,,,,,,bestaande bouw,False,,bovenwoning (corridorflat),box,220.0,openbaar parkeren,False,balkon aanwezig,,279000.0,145 m²,2016-06-10 00:00:00,,6 weken,,5.0,400.0,,5 m²,2005,,volledig geïsoleerd,24-4-2016,False,163,erfpacht,,4,False,€ 220 per maand,13.0,,False,True,1,True,centrale voorziening,stadsverwarming,False,,145.0,,False,,False,,Amsterdam,False,3,,in woonwijk en vrij uitzicht,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714091-bijlmerdreef-981/,2,11,,1,parkeerkelder,2005,,1103_981_49714091,€ 279.000,1 woonlaag,,,,400 m³,13 m²,afgekocht tot 15-04-2053,True,1 badkamer en 1 apart toilet,False,verkocht,,2005,,10-6-2016,,0,,1,a,,plat dak bedekt met bitumineuze dakbedekking,1103,a,False
,1.0,3 kamers (2 slaapkamers),,1015 PS,,appartement,,Verkocht: Egelantiersstraat 136 -B 1015 PS Amsterdam [funda],,,1983,mechanische ventilatie,2016-04-14 00:00:00,136,bovenwoning (appartement),2016-09-12 12:08:26.533000,volle eigendom  volle eigendom,,False,,,douche,1e woonlaag,False,1 m²,49703416,Egelantiersstraat,,,,,,bestaande bouw,False,,bovenwoning (appartement),,,,False,balkon aanwezig,beschermd stads- of dorpsgezicht,299000.0,51 m²,2016-06-25 00:00:00,,2 maanden,,4.0,145.0,,4 m²,1983,,dakisolatie en dubbel glas,14-4-2016,False,163,volle eigendom,,1,False,,3.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,51.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in centrum,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49703416-egelantiersstraat-136-b/,2,10,,1,,1983,,1015_136_49703416,€ 299.000,1 woonlaag,,,,145 m³,3 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1983,,25-6-2016,,0,,1,b,,,1015,b,False
,,3 kamers (2 slaapkamers),,1097 HM,,appartement,,Verkocht: Bertrand Russellstraat 170 1097 HM Amsterdam [funda],2040-01-15 00:00:00,,1990,lift,2016-04-06 00:00:00,170,maisonnette (dubbel bovenhuis),2016-09-12 12:08:26.751000,eigendom belast met erfpacht (á € 1.871 per jaar tot einddatum erfpacht met optie tot afkopen)  gemeentelijk eigendom belast met erfpacht (einddatum erfpacht:  15-01-2040),,False,,,douche en toilet,,False,,49793010,Bertrand,,,,,,bestaande bouw,False,,maisonnette (dubbel bovenhuis),box,177.0,,False,balkon aanwezig,,325000.0,100 m²,2016-06-07 00:00:00,,2 maanden,,6.0,244.0,,6 m²,1990,,volledig geïsoleerd,6-4-2016,False,156,erfpacht,,,False,€ 177 per maand,30.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,100.0,,False,,False,,Amsterdam,False,3,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793010-bertrand-russellstraat-170/,2,10,,1,,1990,,1097_170_49793010,€ 325.000,2 woonlagen,,,,244 m³,30 m²,€ 1.871 per jaar met optie tot afkopen,True,1 badkamer en 1 apart toilet,False,verkocht,,1990,,7-6-2016,,1871,,2,,,,1097,,False
,1.0,2 kamers (1 slaapkamer),,1094 JG,,appartement,,Verkocht: Balistraat 93 -IV 1094 JG Amsterdam [funda],,,1915,mechanische ventilatie,2016-05-18 00:00:00,93,portiekflat (appartement),2016-09-12 12:08:26.817000,volle eigendom  volle eigendom,,False,,,douche,5e woonlaag,False,1 m²,49746636,Balistraat,,energie prestatie advies,,,,bestaande bouw,False,,portiekflat (appartement),,,betaald parkeren en parkeervergunningen,False,balkon aanwezig,,188800.0,42 m²,2016-05-29 00:00:00,,12 dagen,,,120.0,,,1915,,dubbel glas,18-5-2016,False,163,volle eigendom,,5,False,,6.0,,False,True,1,True,c.v.-ketel,c.v.-ketel,False,,42.0,,False,,False,,Amsterdam,False,2,,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746636-balistraat-93-iv/,1,10,,1,,1915,,1094_93_49746636,€ 188.800,5 woonlagen,,,,120 m³,6 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1915,,29-5-2016,,0,,5,d,,plat dak bedekt met bitumineuze dakbedekking,1094,d,False
,,2 kamers (1 slaapkamer),,1017 ES,,appartement,,Verkocht: Keizersgracht 646 G 1017 ES Amsterdam [funda],,,1906,,2015-10-24 00:00:00,646,bovenwoning (appartement),2016-09-12 12:08:26.844000,,,False,,,ligbad en douche,,False,,49538186,Keizersgracht,,,,,,bestaande bouw,False,,bovenwoning (appartement),,182.0,,False,dakterras aanwezig,,590000.0,74 m²,2016-04-15 00:00:00,,5½ maand,,4.0,237.0,,4 m²,1906,,,24-10-2015,False,164,,,,False,€ 182 per maand,10.0,,False,False,1,True,c.v.-ketel,c.v.-ketel,False,,74.0,,False,,False,,Amsterdam,True,2,,,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538186-keizersgracht-646-g/,1,10,,1,,voor 1906,,1017_646_49538186,€ 590.000,2 woonlagen,,,,237 m³,10 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1906,,15-4-2016,,,,2,g,,,1017,g,False
,,5 kamers (3 slaapkamers),11.0,1066 MA,"eengezinswoning, tussenwoning",huis,,Verkocht: Zonhovenstraat 7 1066 MA Amsterdam [funda],2040-09-30 00:00:00,,1991,schuifpui,2016-04-22 00:00:00,7,"eengezinswoning, tussenwoning",2016-09-12 12:08:26.883000,eigendom belast met erfpacht (tot einddatum erfpacht)  eigendom belast met erfpacht (einddatum erfpacht:  30-09-2040),gelegen op het zuiden bereikbaar via achterom,True,,,"ligbad, douche en toilet",,True,,49712861,Zonhovenstraat,,,,,,bestaande bouw,False,,,vrijstaande stenen berging,,openbaar parkeren,False,balkon aanwezig,,350000.0,124 m²,2016-05-18 00:00:00,,3 weken,,7.0,306.0,,7 m²,1991,,"dakisolatie, muurisolatie, vloerisolatie en dubbel glas",22-4-2016,True,164,erfpacht,,,False,,7.0,,True,True,1,True,c.v.-ketel,"c.v.-ketel, open haard en vloerverwarming gedeeltelijk",False,"achtertuin, voortuin en zonneterras",124.0,Z,False,,False,,Amsterdam,False,5,55.0,aan rustige weg en in woonwijk,http://www.funda.nl/koop/verkocht/amsterdam/huis-49712861-zonhovenstraat-7/,3,10,115 m²,1,,1991,,1066_7_49712861,€ 350.000,3 woonlagen,,,115.0,306 m³,7 m²,,True,1 badkamer en 1 apart toilet,False,verkocht,,1991,,18-5-2016,,0,55 m² (11m diep en 5m breed),3,c,5.0,plat dak bedekt met kunststof en bitumineuze dakbedekking,1066,c,False
